sample_id,ncrna_id,drug_id,disease_id,label,split_role,source_dataset
9915,602,55,6,0,non_association,sampled_union_space
9916,1441,125,12,0,non_association,sampled_union_space
9917,1398,87,0,0,non_association,sampled_union_space
9918,1183,56,2,0,non_association,sampled_union_space
9919,959,77,24,0,non_association,sampled_union_space
9920,844,111,0,0,non_association,sampled_union_space
9921,1194,142,2,0,non_association,sampled_union_space
9922,301,108,10,0,non_association,sampled_union_space
9923,858,75,17,0,non_association,sampled_union_space
9924,702,46,22,0,non_association,sampled_union_space
9925,373,70,26,0,non_association,sampled_union_space
9926,59,42,35,0,non_association,sampled_union_space
9927,42,114,49,0,non_association,sampled_union_space
9928,653,98,24,0,non_association,sampled_union_space
9929,1350,120,28,0,non_association,sampled_union_space
9930,251,105,6,0,non_association,sampled_union_space
9931,154,110,26,0,non_association,sampled_union_space
9932,174,108,17,0,non_association,sampled_union_space
9933,322,1,23,0,non_association,sampled_union_space
9934,1120,72,22,0,non_association,sampled_union_space
9935,561,57,49,0,non_association,sampled_union_space
9936,1312,37,6,0,non_association,sampled_union_space
9937,1352,148,2,0,non_association,sampled_union_space
9938,418,64,6,0,non_association,sampled_union_space
9939,1450,39,17,0,non_association,sampled_union_space
9940,735,22,22,0,non_association,sampled_union_space
9941,112,22,24,0,non_association,sampled_union_space
9942,1383,46,12,0,non_association,sampled_union_space
9943,589,24,6,0,non_association,sampled_union_space
9944,1396,137,24,0,non_association,sampled_union_space
9945,408,67,18,0,non_association,sampled_union_space
9946,1296,69,18,0,non_association,sampled_union_space
9947,1488,111,6,0,non_association,sampled_union_space
9948,233,59,2,0,non_association,sampled_union_space
9949,841,132,6,0,non_association,sampled_union_space
9950,375,50,17,0,non_association,sampled_union_space
9951,1319,92,23,0,non_association,sampled_union_space
9952,345,22,18,0,non_association,sampled_union_space
9953,443,130,18,0,non_association,sampled_union_space
9954,504,8,24,0,non_association,sampled_union_space
9955,444,148,6,0,non_association,sampled_union_space
9956,1024,82,18,0,non_association,sampled_union_space
9957,1435,100,18,0,non_association,sampled_union_space
9958,1104,25,6,0,non_association,sampled_union_space
9959,763,130,26,0,non_association,sampled_union_space
9960,129,49,22,0,non_association,sampled_union_space
9961,166,131,2,0,non_association,sampled_union_space
9962,755,6,18,0,non_association,sampled_union_space
9963,624,76,6,0,non_association,sampled_union_space
9964,1460,76,26,0,non_association,sampled_union_space
9965,460,21,23,0,non_association,sampled_union_space
9966,1056,52,17,0,non_association,sampled_union_space
9967,1294,126,22,0,non_association,sampled_union_space
9968,643,72,35,0,non_association,sampled_union_space
9969,525,73,6,0,non_association,sampled_union_space
9970,413,38,17,0,non_association,sampled_union_space
9971,1288,74,12,0,non_association,sampled_union_space
9972,1199,27,26,0,non_association,sampled_union_space
9973,438,61,49,0,non_association,sampled_union_space
9974,1358,74,24,0,non_association,sampled_union_space
9975,1464,14,6,0,non_association,sampled_union_space
9976,1050,23,6,0,non_association,sampled_union_space
9977,705,16,6,0,non_association,sampled_union_space
9978,0,69,18,0,non_association,sampled_union_space
9979,466,26,18,0,non_association,sampled_union_space
9980,1298,42,26,0,non_association,sampled_union_space
9981,842,140,6,0,non_association,sampled_union_space
9982,311,105,28,0,non_association,sampled_union_space
9983,665,134,18,0,non_association,sampled_union_space
9984,976,119,18,0,non_association,sampled_union_space
9985,128,10,17,0,non_association,sampled_union_space
9986,1441,65,32,0,non_association,sampled_union_space
9987,289,109,6,0,non_association,sampled_union_space
9988,319,70,32,0,non_association,sampled_union_space
9989,760,60,28,0,non_association,sampled_union_space
9990,965,111,19,0,non_association,sampled_union_space
9991,872,94,6,0,non_association,sampled_union_space
9992,1141,106,23,0,non_association,sampled_union_space
9993,1018,83,2,0,non_association,sampled_union_space
9994,1085,19,23,0,non_association,sampled_union_space
9995,332,86,2,0,non_association,sampled_union_space
9996,960,114,22,0,non_association,sampled_union_space
9997,272,81,6,0,non_association,sampled_union_space
9998,837,72,14,0,non_association,sampled_union_space
9999,1151,98,12,0,non_association,sampled_union_space
10000,877,54,2,0,non_association,sampled_union_space
10001,529,117,0,0,non_association,sampled_union_space
10002,1334,82,28,0,non_association,sampled_union_space
10003,527,72,23,0,non_association,sampled_union_space
10004,871,26,17,0,non_association,sampled_union_space
10005,848,132,24,0,non_association,sampled_union_space
10006,700,17,18,0,non_association,sampled_union_space
10007,702,1,18,0,non_association,sampled_union_space
10008,443,70,13,0,non_association,sampled_union_space
10009,1390,49,23,0,non_association,sampled_union_space
10010,1181,104,6,0,non_association,sampled_union_space
10011,591,19,2,0,non_association,sampled_union_space
10012,819,141,26,0,non_association,sampled_union_space
10013,1109,136,38,0,non_association,sampled_union_space
10014,145,53,6,0,non_association,sampled_union_space
10015,1369,23,6,0,non_association,sampled_union_space
10016,1282,42,26,0,non_association,sampled_union_space
10017,313,61,15,0,non_association,sampled_union_space
10018,1108,49,18,0,non_association,sampled_union_space
10019,799,149,18,0,non_association,sampled_union_space
10020,316,97,23,0,non_association,sampled_union_space
10021,1416,80,2,0,non_association,sampled_union_space
10022,1162,131,6,0,non_association,sampled_union_space
10023,176,137,37,0,non_association,sampled_union_space
10024,789,81,12,0,non_association,sampled_union_space
10025,927,57,25,0,non_association,sampled_union_space
10026,120,131,2,0,non_association,sampled_union_space
10027,610,45,25,0,non_association,sampled_union_space
10028,980,5,26,0,non_association,sampled_union_space
10029,504,140,6,0,non_association,sampled_union_space
10030,928,61,12,0,non_association,sampled_union_space
10031,452,91,53,0,non_association,sampled_union_space
10032,1141,72,19,0,non_association,sampled_union_space
10033,320,104,8,0,non_association,sampled_union_space
10034,411,17,12,0,non_association,sampled_union_space
10035,920,139,2,0,non_association,sampled_union_space
10036,1406,74,2,0,non_association,sampled_union_space
10037,388,108,6,0,non_association,sampled_union_space
10038,212,14,17,0,non_association,sampled_union_space
10039,36,119,12,0,non_association,sampled_union_space
10040,1399,113,26,0,non_association,sampled_union_space
10041,452,10,2,0,non_association,sampled_union_space
10042,1110,8,15,0,non_association,sampled_union_space
10043,1089,47,6,0,non_association,sampled_union_space
10044,539,141,6,0,non_association,sampled_union_space
10045,1149,20,12,0,non_association,sampled_union_space
10046,1338,71,12,0,non_association,sampled_union_space
10047,978,92,26,0,non_association,sampled_union_space
10048,648,76,12,0,non_association,sampled_union_space
10049,796,4,12,0,non_association,sampled_union_space
10050,1023,2,26,0,non_association,sampled_union_space
10051,663,106,26,0,non_association,sampled_union_space
10052,370,101,26,0,non_association,sampled_union_space
10053,179,15,38,0,non_association,sampled_union_space
10054,1238,117,6,0,non_association,sampled_union_space
10055,755,70,26,0,non_association,sampled_union_space
10056,784,47,19,0,non_association,sampled_union_space
10057,1446,109,24,0,non_association,sampled_union_space
10058,484,50,17,0,non_association,sampled_union_space
10059,542,40,23,0,non_association,sampled_union_space
10060,392,121,15,0,non_association,sampled_union_space
10061,1113,6,18,0,non_association,sampled_union_space
10062,335,37,17,0,non_association,sampled_union_space
10063,155,41,41,0,non_association,sampled_union_space
10064,110,132,18,0,non_association,sampled_union_space
10065,243,105,18,0,non_association,sampled_union_space
10066,486,40,38,0,non_association,sampled_union_space
10067,743,91,5,0,non_association,sampled_union_space
10068,977,92,6,0,non_association,sampled_union_space
10069,522,144,12,0,non_association,sampled_union_space
10070,1345,137,17,0,non_association,sampled_union_space
10071,1099,95,18,0,non_association,sampled_union_space
10072,1144,70,2,0,non_association,sampled_union_space
10073,323,45,23,0,non_association,sampled_union_space
10074,1465,81,2,0,non_association,sampled_union_space
10075,939,48,17,0,non_association,sampled_union_space
10076,1136,148,12,0,non_association,sampled_union_space
10077,1243,62,18,0,non_association,sampled_union_space
10078,272,23,12,0,non_association,sampled_union_space
10079,494,21,6,0,non_association,sampled_union_space
10080,937,3,23,0,non_association,sampled_union_space
10081,800,7,2,0,non_association,sampled_union_space
10082,59,120,6,0,non_association,sampled_union_space
10083,1410,93,11,0,non_association,sampled_union_space
10084,785,146,2,0,non_association,sampled_union_space
10085,1011,102,26,0,non_association,sampled_union_space
10086,641,141,2,0,non_association,sampled_union_space
10087,523,54,2,0,non_association,sampled_union_space
10088,1299,42,18,0,non_association,sampled_union_space
10089,238,15,17,0,non_association,sampled_union_space
10090,538,18,18,0,non_association,sampled_union_space
10091,1209,21,26,0,non_association,sampled_union_space
10092,524,49,35,0,non_association,sampled_union_space
10093,829,57,23,0,non_association,sampled_union_space
10094,40,104,2,0,non_association,sampled_union_space
10095,1209,92,17,0,non_association,sampled_union_space
10096,650,133,23,0,non_association,sampled_union_space
10097,580,73,38,0,non_association,sampled_union_space
10098,1475,50,2,0,non_association,sampled_union_space
10099,715,144,12,0,non_association,sampled_union_space
10100,113,5,6,0,non_association,sampled_union_space
10101,1116,82,18,0,non_association,sampled_union_space
10102,886,40,23,0,non_association,sampled_union_space
10103,871,85,23,0,non_association,sampled_union_space
10104,21,12,17,0,non_association,sampled_union_space
10105,874,113,2,0,non_association,sampled_union_space
10106,769,54,26,0,non_association,sampled_union_space
10107,1442,144,26,0,non_association,sampled_union_space
10108,278,71,26,0,non_association,sampled_union_space
10109,1083,66,26,0,non_association,sampled_union_space
10110,245,71,6,0,non_association,sampled_union_space
10111,359,32,57,0,non_association,sampled_union_space
10112,135,35,12,0,non_association,sampled_union_space
10113,340,126,18,0,non_association,sampled_union_space
10114,92,99,26,0,non_association,sampled_union_space
10115,351,52,18,0,non_association,sampled_union_space
10116,494,17,35,0,non_association,sampled_union_space
10117,1015,132,6,0,non_association,sampled_union_space
10118,243,71,22,0,non_association,sampled_union_space
10119,112,141,17,0,non_association,sampled_union_space
10120,1075,92,37,0,non_association,sampled_union_space
10121,274,70,15,0,non_association,sampled_union_space
10122,1045,135,22,0,non_association,sampled_union_space
10123,915,146,18,0,non_association,sampled_union_space
10124,28,41,2,0,non_association,sampled_union_space
10125,1263,16,23,0,non_association,sampled_union_space
10126,148,107,17,0,non_association,sampled_union_space
10127,252,25,11,0,non_association,sampled_union_space
10128,628,102,18,0,non_association,sampled_union_space
10129,27,68,12,0,non_association,sampled_union_space
10130,929,63,5,0,non_association,sampled_union_space
10131,1348,74,2,0,non_association,sampled_union_space
10132,891,38,17,0,non_association,sampled_union_space
10133,743,101,6,0,non_association,sampled_union_space
10134,131,84,24,0,non_association,sampled_union_space
10135,1360,148,2,0,non_association,sampled_union_space
10136,1434,118,2,0,non_association,sampled_union_space
10137,1082,27,2,0,non_association,sampled_union_space
10138,67,15,2,0,non_association,sampled_union_space
10139,878,135,17,0,non_association,sampled_union_space
10140,937,130,2,0,non_association,sampled_union_space
10141,1478,90,17,0,non_association,sampled_union_space
10142,574,49,12,0,non_association,sampled_union_space
10143,146,41,22,0,non_association,sampled_union_space
10144,1190,44,6,0,non_association,sampled_union_space
10145,270,113,23,0,non_association,sampled_union_space
10146,786,121,23,0,non_association,sampled_union_space
10147,280,60,2,0,non_association,sampled_union_space
10148,1039,0,18,0,non_association,sampled_union_space
10149,475,62,17,0,non_association,sampled_union_space
10150,686,30,18,0,non_association,sampled_union_space
10151,1385,106,22,0,non_association,sampled_union_space
10152,1149,145,2,0,non_association,sampled_union_space
10153,386,99,17,0,non_association,sampled_union_space
10154,618,18,2,0,non_association,sampled_union_space
10155,906,108,23,0,non_association,sampled_union_space
10156,107,81,23,0,non_association,sampled_union_space
10157,1273,68,6,0,non_association,sampled_union_space
10158,853,22,28,0,non_association,sampled_union_space
10159,1420,18,35,0,non_association,sampled_union_space
10160,442,98,35,0,non_association,sampled_union_space
10161,917,49,23,0,non_association,sampled_union_space
10162,1247,60,23,0,non_association,sampled_union_space
10163,547,142,18,0,non_association,sampled_union_space
10164,6,56,17,0,non_association,sampled_union_space
10165,1196,46,2,0,non_association,sampled_union_space
10166,693,7,23,0,non_association,sampled_union_space
10167,463,86,2,0,non_association,sampled_union_space
10168,595,131,26,0,non_association,sampled_union_space
10169,350,27,6,0,non_association,sampled_union_space
10170,868,2,28,0,non_association,sampled_union_space
10171,782,35,23,0,non_association,sampled_union_space
10172,729,19,49,0,non_association,sampled_union_space
10173,1407,127,6,0,non_association,sampled_union_space
10174,617,35,2,0,non_association,sampled_union_space
10175,581,71,2,0,non_association,sampled_union_space
10176,1181,131,12,0,non_association,sampled_union_space
10177,635,104,21,0,non_association,sampled_union_space
10178,1385,78,25,0,non_association,sampled_union_space
10179,1240,57,23,0,non_association,sampled_union_space
10180,1372,27,22,0,non_association,sampled_union_space
10181,310,125,22,0,non_association,sampled_union_space
10182,698,40,22,0,non_association,sampled_union_space
10183,164,103,12,0,non_association,sampled_union_space
10184,1106,73,17,0,non_association,sampled_union_space
10185,703,45,17,0,non_association,sampled_union_space
10186,1347,148,28,0,non_association,sampled_union_space
10187,726,33,26,0,non_association,sampled_union_space
10188,1407,2,39,0,non_association,sampled_union_space
10189,761,54,49,0,non_association,sampled_union_space
10190,1366,81,2,0,non_association,sampled_union_space
10191,373,87,24,0,non_association,sampled_union_space
10192,499,87,22,0,non_association,sampled_union_space
10193,168,58,16,0,non_association,sampled_union_space
10194,773,45,21,0,non_association,sampled_union_space
10195,280,143,39,0,non_association,sampled_union_space
10196,1374,125,2,0,non_association,sampled_union_space
10197,91,74,17,0,non_association,sampled_union_space
10198,1284,111,17,0,non_association,sampled_union_space
10199,1446,11,49,0,non_association,sampled_union_space
10200,1133,112,45,0,non_association,sampled_union_space
10201,701,51,12,0,non_association,sampled_union_space
10202,406,30,2,0,non_association,sampled_union_space
10203,462,121,28,0,non_association,sampled_union_space
10204,1361,66,26,0,non_association,sampled_union_space
10205,77,27,32,0,non_association,sampled_union_space
10206,171,21,5,0,non_association,sampled_union_space
10207,873,18,2,0,non_association,sampled_union_space
10208,1234,133,2,0,non_association,sampled_union_space
10209,198,149,26,0,non_association,sampled_union_space
10210,1308,83,42,0,non_association,sampled_union_space
10211,971,58,2,0,non_association,sampled_union_space
10212,803,81,23,0,non_association,sampled_union_space
10213,1067,148,2,0,non_association,sampled_union_space
10214,1063,11,18,0,non_association,sampled_union_space
10215,710,80,18,0,non_association,sampled_union_space
10216,865,38,18,0,non_association,sampled_union_space
10217,714,3,18,0,non_association,sampled_union_space
10218,861,77,26,0,non_association,sampled_union_space
10219,1435,53,13,0,non_association,sampled_union_space
10220,956,18,26,0,non_association,sampled_union_space
10221,1357,61,22,0,non_association,sampled_union_space
10222,347,94,12,0,non_association,sampled_union_space
10223,322,78,17,0,non_association,sampled_union_space
10224,1403,33,26,0,non_association,sampled_union_space
10225,1407,66,42,0,non_association,sampled_union_space
10226,629,26,18,0,non_association,sampled_union_space
10227,544,141,2,0,non_association,sampled_union_space
10228,252,104,2,0,non_association,sampled_union_space
10229,91,95,2,0,non_association,sampled_union_space
10230,419,44,4,0,non_association,sampled_union_space
10231,966,11,12,0,non_association,sampled_union_space
10232,1121,1,18,0,non_association,sampled_union_space
10233,1130,24,23,0,non_association,sampled_union_space
10234,194,49,2,0,non_association,sampled_union_space
10235,977,93,23,0,non_association,sampled_union_space
10236,1309,24,29,0,non_association,sampled_union_space
10237,583,107,2,0,non_association,sampled_union_space
10238,236,56,6,0,non_association,sampled_union_space
10239,1028,20,2,0,non_association,sampled_union_space
10240,286,115,15,0,non_association,sampled_union_space
10241,83,12,17,0,non_association,sampled_union_space
10242,1005,66,22,0,non_association,sampled_union_space
10243,683,79,12,0,non_association,sampled_union_space
10244,1135,87,0,0,non_association,sampled_union_space
10245,6,44,2,0,non_association,sampled_union_space
10246,29,121,17,0,non_association,sampled_union_space
10247,18,3,26,0,non_association,sampled_union_space
10248,846,63,17,0,non_association,sampled_union_space
10249,1242,8,18,0,non_association,sampled_union_space
10250,1046,23,24,0,non_association,sampled_union_space
10251,171,121,22,0,non_association,sampled_union_space
10252,1402,47,12,0,non_association,sampled_union_space
10253,246,98,17,0,non_association,sampled_union_space
10254,1267,141,17,0,non_association,sampled_union_space
10255,813,0,17,0,non_association,sampled_union_space
10256,287,138,17,0,non_association,sampled_union_space
10257,309,46,23,0,non_association,sampled_union_space
10258,1091,62,6,0,non_association,sampled_union_space
10259,839,75,17,0,non_association,sampled_union_space
10260,1306,1,15,0,non_association,sampled_union_space
10261,59,88,17,0,non_association,sampled_union_space
10262,1295,78,23,0,non_association,sampled_union_space
10263,1070,34,49,0,non_association,sampled_union_space
10264,1247,90,11,0,non_association,sampled_union_space
10265,1425,80,25,0,non_association,sampled_union_space
10266,1164,146,5,0,non_association,sampled_union_space
10267,1002,147,17,0,non_association,sampled_union_space
10268,1356,49,2,0,non_association,sampled_union_space
10269,385,115,21,0,non_association,sampled_union_space
10270,1290,37,23,0,non_association,sampled_union_space
10271,1221,122,2,0,non_association,sampled_union_space
10272,101,35,2,0,non_association,sampled_union_space
10273,1398,47,2,0,non_association,sampled_union_space
10274,1303,127,6,0,non_association,sampled_union_space
10275,748,141,6,0,non_association,sampled_union_space
10276,1159,22,23,0,non_association,sampled_union_space
10277,1279,32,38,0,non_association,sampled_union_space
10278,624,100,2,0,non_association,sampled_union_space
10279,1408,113,12,0,non_association,sampled_union_space
10280,687,141,25,0,non_association,sampled_union_space
10281,1311,111,17,0,non_association,sampled_union_space
10282,641,125,18,0,non_association,sampled_union_space
10283,489,133,18,0,non_association,sampled_union_space
10284,1308,78,17,0,non_association,sampled_union_space
10285,106,120,18,0,non_association,sampled_union_space
10286,986,71,12,0,non_association,sampled_union_space
10287,906,139,2,0,non_association,sampled_union_space
10288,713,6,5,0,non_association,sampled_union_space
10289,132,149,2,0,non_association,sampled_union_space
10290,901,56,2,0,non_association,sampled_union_space
10291,479,52,18,0,non_association,sampled_union_space
10292,170,103,12,0,non_association,sampled_union_space
10293,215,53,6,0,non_association,sampled_union_space
10294,738,97,22,0,non_association,sampled_union_space
10295,989,129,12,0,non_association,sampled_union_space
10296,175,65,18,0,non_association,sampled_union_space
10297,1112,133,18,0,non_association,sampled_union_space
10298,1071,88,2,0,non_association,sampled_union_space
10299,416,22,37,0,non_association,sampled_union_space
10300,527,131,18,0,non_association,sampled_union_space
10301,216,115,22,0,non_association,sampled_union_space
10302,217,3,6,0,non_association,sampled_union_space
10303,1406,124,18,0,non_association,sampled_union_space
10304,797,121,18,0,non_association,sampled_union_space
10305,427,48,2,0,non_association,sampled_union_space
10306,326,100,37,0,non_association,sampled_union_space
10307,1140,25,6,0,non_association,sampled_union_space
10308,1320,2,6,0,non_association,sampled_union_space
10309,1246,24,12,0,non_association,sampled_union_space
10310,850,89,22,0,non_association,sampled_union_space
10311,1289,30,38,0,non_association,sampled_union_space
10312,480,43,17,0,non_association,sampled_union_space
10313,893,81,6,0,non_association,sampled_union_space
10314,1068,125,35,0,non_association,sampled_union_space
10315,1426,24,2,0,non_association,sampled_union_space
10316,748,58,24,0,non_association,sampled_union_space
10317,1466,105,6,0,non_association,sampled_union_space
10318,614,127,23,0,non_association,sampled_union_space
10319,1011,87,29,0,non_association,sampled_union_space
10320,744,8,6,0,non_association,sampled_union_space
10321,981,123,6,0,non_association,sampled_union_space
10322,1291,115,31,0,non_association,sampled_union_space
10323,391,146,24,0,non_association,sampled_union_space
10324,975,103,0,0,non_association,sampled_union_space
10325,1003,117,2,0,non_association,sampled_union_space
10326,795,69,2,0,non_association,sampled_union_space
10327,1200,45,26,0,non_association,sampled_union_space
10328,661,99,30,0,non_association,sampled_union_space
10329,182,7,2,0,non_association,sampled_union_space
10330,939,72,15,0,non_association,sampled_union_space
10331,426,4,6,0,non_association,sampled_union_space
10332,1146,84,22,0,non_association,sampled_union_space
10333,1066,98,26,0,non_association,sampled_union_space
10334,1091,90,2,0,non_association,sampled_union_space
10335,1159,63,2,0,non_association,sampled_union_space
10336,916,52,13,0,non_association,sampled_union_space
10337,765,73,2,0,non_association,sampled_union_space
10338,180,118,17,0,non_association,sampled_union_space
10339,698,40,26,0,non_association,sampled_union_space
10340,241,40,17,0,non_association,sampled_union_space
10341,756,18,23,0,non_association,sampled_union_space
10342,1309,62,23,0,non_association,sampled_union_space
10343,175,78,38,0,non_association,sampled_union_space
10344,1074,94,6,0,non_association,sampled_union_space
10345,196,30,17,0,non_association,sampled_union_space
10346,751,25,22,0,non_association,sampled_union_space
10347,650,17,12,0,non_association,sampled_union_space
10348,385,70,2,0,non_association,sampled_union_space
10349,998,59,23,0,non_association,sampled_union_space
10350,88,26,18,0,non_association,sampled_union_space
10351,966,78,26,0,non_association,sampled_union_space
10352,1355,140,0,0,non_association,sampled_union_space
10353,1214,30,17,0,non_association,sampled_union_space
10354,18,145,12,0,non_association,sampled_union_space
10355,1029,18,39,0,non_association,sampled_union_space
10356,818,96,18,0,non_association,sampled_union_space
10357,1042,63,39,0,non_association,sampled_union_space
10358,1326,130,5,0,non_association,sampled_union_space
10359,486,85,2,0,non_association,sampled_union_space
10360,1475,149,42,0,non_association,sampled_union_space
10361,549,126,2,0,non_association,sampled_union_space
10362,279,36,23,0,non_association,sampled_union_space
10363,170,121,2,0,non_association,sampled_union_space
10364,723,31,2,0,non_association,sampled_union_space
10365,1293,95,12,0,non_association,sampled_union_space
10366,489,68,18,0,non_association,sampled_union_space
10367,388,9,41,0,non_association,sampled_union_space
10368,633,47,17,0,non_association,sampled_union_space
10369,985,81,15,0,non_association,sampled_union_space
10370,281,26,22,0,non_association,sampled_union_space
10371,852,50,26,0,non_association,sampled_union_space
10372,577,70,18,0,non_association,sampled_union_space
10373,886,124,26,0,non_association,sampled_union_space
10374,734,129,6,0,non_association,sampled_union_space
10375,1457,71,18,0,non_association,sampled_union_space
10376,332,82,17,0,non_association,sampled_union_space
10377,577,62,2,0,non_association,sampled_union_space
10378,476,124,2,0,non_association,sampled_union_space
10379,122,135,2,0,non_association,sampled_union_space
10380,822,17,13,0,non_association,sampled_union_space
10381,730,59,25,0,non_association,sampled_union_space
10382,537,55,33,0,non_association,sampled_union_space
10383,1331,149,50,0,non_association,sampled_union_space
10384,437,20,19,0,non_association,sampled_union_space
10385,1205,20,53,0,non_association,sampled_union_space
10386,47,145,17,0,non_association,sampled_union_space
10387,954,98,24,0,non_association,sampled_union_space
10388,144,38,21,0,non_association,sampled_union_space
10389,300,119,35,0,non_association,sampled_union_space
10390,69,69,26,0,non_association,sampled_union_space
10391,206,84,30,0,non_association,sampled_union_space
10392,534,144,15,0,non_association,sampled_union_space
10393,753,98,40,0,non_association,sampled_union_space
10394,1291,44,42,0,non_association,sampled_union_space
10395,1228,21,49,0,non_association,sampled_union_space
10396,1176,137,18,0,non_association,sampled_union_space
10397,760,92,22,0,non_association,sampled_union_space
10398,147,76,19,0,non_association,sampled_union_space
10399,828,128,2,0,non_association,sampled_union_space
10400,615,23,33,0,non_association,sampled_union_space
10401,886,127,2,0,non_association,sampled_union_space
10402,540,106,5,0,non_association,sampled_union_space
10403,1263,139,6,0,non_association,sampled_union_space
10404,865,107,6,0,non_association,sampled_union_space
10405,1004,103,12,0,non_association,sampled_union_space
10406,1193,81,26,0,non_association,sampled_union_space
10407,1240,135,15,0,non_association,sampled_union_space
10408,1399,74,17,0,non_association,sampled_union_space
10409,635,13,2,0,non_association,sampled_union_space
10410,889,53,2,0,non_association,sampled_union_space
10411,709,80,23,0,non_association,sampled_union_space
10412,448,117,23,0,non_association,sampled_union_space
10413,1435,146,29,0,non_association,sampled_union_space
10414,784,3,49,0,non_association,sampled_union_space
10415,1077,64,5,0,non_association,sampled_union_space
10416,364,128,6,0,non_association,sampled_union_space
10417,1066,42,2,0,non_association,sampled_union_space
10418,940,85,5,0,non_association,sampled_union_space
10419,563,62,45,0,non_association,sampled_union_space
10420,494,24,17,0,non_association,sampled_union_space
10421,195,47,21,0,non_association,sampled_union_space
10422,1044,128,28,0,non_association,sampled_union_space
10423,1423,121,17,0,non_association,sampled_union_space
10424,567,21,40,0,non_association,sampled_union_space
10425,1086,66,25,0,non_association,sampled_union_space
10426,252,76,2,0,non_association,sampled_union_space
10427,436,130,6,0,non_association,sampled_union_space
10428,819,74,28,0,non_association,sampled_union_space
10429,1328,14,55,0,non_association,sampled_union_space
10430,849,11,0,0,non_association,sampled_union_space
10431,1234,67,5,0,non_association,sampled_union_space
10432,1034,148,2,0,non_association,sampled_union_space
10433,265,59,18,0,non_association,sampled_union_space
10434,1259,109,17,0,non_association,sampled_union_space
10435,888,35,2,0,non_association,sampled_union_space
10436,280,44,26,0,non_association,sampled_union_space
10437,1391,137,17,0,non_association,sampled_union_space
10438,338,14,17,0,non_association,sampled_union_space
10439,1342,59,22,0,non_association,sampled_union_space
10440,746,42,9,0,non_association,sampled_union_space
10441,342,148,0,0,non_association,sampled_union_space
10442,86,100,2,0,non_association,sampled_union_space
10443,1486,49,22,0,non_association,sampled_union_space
10444,1367,57,23,0,non_association,sampled_union_space
10445,353,112,25,0,non_association,sampled_union_space
10446,1406,15,35,0,non_association,sampled_union_space
10447,900,8,42,0,non_association,sampled_union_space
10448,372,44,18,0,non_association,sampled_union_space
10449,405,87,2,0,non_association,sampled_union_space
10450,1212,54,6,0,non_association,sampled_union_space
10451,570,74,38,0,non_association,sampled_union_space
10452,387,58,15,0,non_association,sampled_union_space
10453,895,111,23,0,non_association,sampled_union_space
10454,109,97,23,0,non_association,sampled_union_space
10455,1286,25,22,0,non_association,sampled_union_space
10456,685,73,6,0,non_association,sampled_union_space
10457,371,7,6,0,non_association,sampled_union_space
10458,1150,70,6,0,non_association,sampled_union_space
10459,444,117,22,0,non_association,sampled_union_space
10460,1288,60,24,0,non_association,sampled_union_space
10461,1167,137,2,0,non_association,sampled_union_space
10462,480,54,12,0,non_association,sampled_union_space
10463,328,128,2,0,non_association,sampled_union_space
10464,985,0,2,0,non_association,sampled_union_space
10465,929,1,12,0,non_association,sampled_union_space
10466,266,19,18,0,non_association,sampled_union_space
10467,1458,11,5,0,non_association,sampled_union_space
10468,1282,96,6,0,non_association,sampled_union_space
10469,526,51,17,0,non_association,sampled_union_space
10470,915,70,26,0,non_association,sampled_union_space
10471,753,50,6,0,non_association,sampled_union_space
10472,748,80,2,0,non_association,sampled_union_space
10473,1321,26,18,0,non_association,sampled_union_space
10474,1151,31,24,0,non_association,sampled_union_space
10475,1121,53,17,0,non_association,sampled_union_space
10476,417,44,2,0,non_association,sampled_union_space
10477,227,108,2,0,non_association,sampled_union_space
10478,1460,36,26,0,non_association,sampled_union_space
10479,1277,33,0,0,non_association,sampled_union_space
10480,805,112,17,0,non_association,sampled_union_space
10481,1099,149,22,0,non_association,sampled_union_space
10482,1105,121,23,0,non_association,sampled_union_space
10483,301,68,23,0,non_association,sampled_union_space
10484,209,125,6,0,non_association,sampled_union_space
10485,987,87,2,0,non_association,sampled_union_space
10486,1375,71,6,0,non_association,sampled_union_space
10487,1079,19,12,0,non_association,sampled_union_space
10488,1044,16,2,0,non_association,sampled_union_space
10489,177,122,6,0,non_association,sampled_union_space
10490,1215,33,6,0,non_association,sampled_union_space
10491,429,7,0,0,non_association,sampled_union_space
10492,859,87,6,0,non_association,sampled_union_space
10493,1424,58,22,0,non_association,sampled_union_space
10494,1110,126,6,0,non_association,sampled_union_space
10495,1055,78,2,0,non_association,sampled_union_space
10496,768,49,2,0,non_association,sampled_union_space
10497,335,68,23,0,non_association,sampled_union_space
10498,654,128,15,0,non_association,sampled_union_space
10499,895,27,17,0,non_association,sampled_union_space
10500,584,120,12,0,non_association,sampled_union_space
10501,90,90,2,0,non_association,sampled_union_space
10502,635,110,6,0,non_association,sampled_union_space
10503,1083,21,6,0,non_association,sampled_union_space
10504,1361,126,2,0,non_association,sampled_union_space
10505,43,78,0,0,non_association,sampled_union_space
10506,529,79,15,0,non_association,sampled_union_space
10507,1115,84,23,0,non_association,sampled_union_space
10508,1052,109,23,0,non_association,sampled_union_space
10509,93,113,23,0,non_association,sampled_union_space
10510,335,33,38,0,non_association,sampled_union_space
10511,627,107,2,0,non_association,sampled_union_space
10512,603,42,15,0,non_association,sampled_union_space
